date,open,high,low,volume,close,direction,day,week
27-08-2013,427.032562,429.07428,421.210419,3490700,422.328156,0,Tuesday,35
03-09-2013,424.419556,430.296326,424.215881,4121700,427.410095,1,Tuesday,36
10-09-2013,442.134338,443.11795,439.143799,2591800,441.463715,1,Tuesday,37
17-09-2013,440.837769,441.324615,437.653473,2535100,440.191986,0,Tuesday,38
24-09-2013,440.385712,442.174072,437.852203,2992800,440.554626,1,Tuesday,39
01-10-2013,437.280914,440.966949,437.181549,3391400,440.634094,1,Tuesday,40
08-10-2013,429.864136,430.192017,423.063385,3912500,424.076782,0,Tuesday,41
15-10-2013,435.050415,439.953522,434.176117,3204400,438.155212,1,Tuesday,42
22-10-2013,499.252838,503.22699,494.677612,4445900,500.246368,1,Tuesday,43
29-10-2013,506.257294,515.119629,503.475372,3230800,514.771912,1,Tuesday,44
05-11-2013,506.878235,512.49176,505.422699,2378000,507.459473,0,Tuesday,45
12-11-2013,500.594116,505.492249,499.252838,2451900,502.620941,1,Tuesday,46
19-11-2013,512.526489,514.031738,508.219513,2277800,509.287567,0,Tuesday,47
26-11-2013,520.911987,527.320313,518.100281,4602200,525.785278,1,Tuesday,48
03-12-2013,522.079407,528.283997,521.120605,3373900,523.226929,0,Tuesday,49
10-12-2013,534.597961,542.625732,534.349548,3731800,538.825439,1,Tuesday,50
17-12-2013,532.943726,536.888062,530.738037,3091300,531.473267,0,Tuesday,51
24-12-2013,553.882507,554.016663,550.469727,1477800,552.327637,0,Tuesday,52
31-12-2013,552.526367,556.878052,549.555664,2733400,556.734009,1,Tuesday,53
02-01-2014,554.125916,555.26355,550.549194,3666400,552.963501,0,Thursday,1
08-01-2014,569.297241,569.953003,562.983337,4514100,566.927673,1,Wednesday,2
15-01-2014,572.769714,573.768188,568.199402,3925700,570.598816,0,Wednesday,3
22-01-2014,579.535706,580.17157,575.68573,3163200,578.745789,1,Wednesday,4
29-01-2014,555.944092,557.25061,546.157776,4790600,549.883545,0,Wednesday,5
05-02-2014,567.995728,571.66687,560.365356,4820000,567.906311,1,Wednesday,6
12-02-2014,590.658325,591.15509,586.872986,3471300,589.510803,0,Wednesday,7
19-02-2014,598.755676,600.703003,594.880859,4234500,597.285217,0,Wednesday,8
26-02-2014,608.045227,610.469482,602.958313,3990000,606.142639,1,Wednesday,9
05-03-2014,603.599182,607.588196,601.790955,2486500,605.193787,1,Wednesday,10
12-03-2014,594.334412,600.022461,588.26886,3954000,599.749207,1,Wednesday,11
19-03-2014,601.98468,602.079041,593.345886,3246700,595.750244,0,Wednesday,12
26-03-2014,577.250549,581.999634,562.094116,5193400,562.327576,0,Wednesday,13
02-04-2014,596.708984,601.522522,559.115662,147500,563.899353,0,Wednesday,14
09-04-2014,556.559753,562.27832,549.926208,3339900,561.054993,1,Wednesday,15
16-04-2014,540.03064,553.954041,537.046997,4906600,553.496582,1,Wednesday,16
23-04-2014,530.870972,530.950562,523.372192,2057900,524.058472,0,Wednesday,17
30-04-2014,524.714844,525.112671,519.662598,1755900,523.779968,0,Wednesday,18
07-05-2014,512.969421,513.854553,500.547729,3233200,507.171295,0,Wednesday,19
14-05-2014,530.085327,530.085327,522.41748,1195000,523.77002,0,Wednesday,20
21-05-2014,529.98584,536.234497,529.001282,1199500,535.992798,1,Wednesday,21
28-05-2014,561.482666,564.734802,557.93219,1656500,558.608459,0,Wednesday,22
04-06-2014,538.538818,545.609924,535.803833,1821400,541.681519,0,Wednesday,23
11-06-2014,554.948608,556.818298,551.984863,1103100,555.783997,0,Wednesday,24
18-06-2014,541.880432,550.532898,541.025146,1746500,550.343933,1,Wednesday,25
25-06-2014,562.168884,576.788513,562.129089,1974700,575.485657,1,Wednesday,26
02-07-2014,580.159973,582.238525,577.216125,1059200,579.150513,0,Wednesday,27
09-07-2014,568.454346,573.566223,566.26239,1119800,572.929749,1,Wednesday,28
16-07-2014,584.784546,585.182373,579.016235,1400900,579.473755,0,Wednesday,29
23-07-2014,589.985962,594.580688,589.259949,1236500,592.720886,1,Wednesday,30
30-07-2014,583.342468,586.276367,580.806396,1019200,584.207703,1,Wednesday,31
06-08-2014,558.707947,567.579163,556.937683,1338000,563.276794,1,Wednesday,32
13-08-2014,564.207703,571.855652,562.656189,1443200,571.636841,1,Wednesday,33
20-08-2014,582.676147,583.491638,579.384216,1039500,581.293762,0,Wednesday,34
27-08-2014,574.11322,575.326538,566.985413,1708000,567.877502,0,Wednesday,35
03-09-2014,576.828308,579.801941,571.855652,1218400,574.779541,1,Wednesday,36
10-09-2014,578.320068,580.309143,573.785034,980000,579.911316,1,Wednesday,37
17-09-2014,576.838257,584.30719,575.609985,1697400,581.572205,1,Wednesday,38
24-09-2014,578.280273,586.40564,577.345459,1732800,584.774597,1,Wednesday,39
01-10-2014,572.860107,574.421509,563.909302,1449400,565.162415,0,Wednesday,40
08-10-2014,562.477173,570.74176,554.441406,1996300,569.369324,1,Wednesday,41
15-10-2014,528.106201,529.886414,515.465698,3729500,527.131531,0,Wednesday,42
22-10-2014,526.99231,536.848145,525.908264,2927200,529.796875,1,Wednesday,43
29-10-2014,546.992371,551.159424,543.988831,1775400,546.325989,1,Wednesday,44
05-11-2014,553.755127,553.755127,541.07489,2037800,542.934631,0,Wednesday,45
12-11-2014,547.380188,547.449829,542.188782,1132700,544.317078,0,Wednesday,46
19-11-2014,532.074341,535.296631,527.181274,1396000,534.053467,1,Wednesday,47
26-11-2014,537.922241,538.588562,534.105225,1527100,537.414978,0,Wednesday,48
03-12-2014,528.533813,533.064941,526.365784,1281400,528.41449,0,Wednesday,49
10-12-2014,530.164856,533.397095,522.685974,1716900,523.183228,0,Wednesday,50
17-12-2014,494.282166,504.227478,494.093201,2891000,502.129028,1,Wednesday,51
24-12-2014,527.608948,528.851074,524.138,707800,525.878418,0,Wednesday,52
31-12-2014,528.344849,529.6875,522.924683,1372000,523.521423,0,Wednesday,53
02-01-2015,526.114746,528.362366,521.231628,1447600,521.937744,0,Friday,1
08-01-2015,495.264526,500.724487,488.312805,3353600,499.928864,1,Thursday,2
15-01-2015,502.80304,502.912445,495.035797,2715800,499.043732,1,Thursday,3
22-01-2015,518.625977,533.394714,516.855713,2676900,531.465332,1,Thursday,4
29-01-2015,508.203339,508.292847,498.45697,4186400,507.865204,1,Thursday,5
05-02-2015,520.92334,525.607544,519.232666,1849800,524.692566,1,Thursday,6
12-02-2015,534.309692,541.838257,531.746765,1620200,539.958557,1,Thursday,7
19-02-2015,535.097717,540.140015,535.067932,991800,539.901306,1,Thursday,8
26-02-2015,540.237061,553.096313,538.536377,2311500,552.43988,1,Thursday,9
05-03-2015,571.872925,574.747131,570.27179,1389600,572.181274,1,Thursday,10
12-03-2015,550.480652,553.325012,547.447388,1389600,552.469727,1,Thursday,11
19-03-2015,556.328491,557.730774,553.101257,1197300,554.936157,0,Thursday,12
26-03-2015,554.53833,555.841187,547.636353,1572600,552.131592,0,Thursday,13
02-04-2015,537.889954,537.889954,530.925293,1716400,532.59906,0,Thursday,14
09-04-2015,538.06897,538.983948,532.559326,1557900,537.820374,0,Thursday,15
16-04-2015,526.999878,532.658752,526.711487,1299900,530.87854,1,Thursday,16
23-04-2015,538.039124,547.944641,537.273376,4184900,544.006287,1,Thursday,17
30-04-2015,547.869995,548.590027,535.049988,2082200,537.340027,0,Thursday,18
07-05-2015,523.98999,533.460022,521.75,1546300,530.700012,1,Thursday,19
14-05-2015,533.77002,539,532.409973,1403900,538.400024,1,Thursday,20
21-05-2015,537.950012,543.840027,535.97998,1462700,542.51001,1,Thursday,21
28-05-2015,538.01001,540.609985,536.25,1029800,539.780029,0,Thursday,22
04-06-2015,537.76001,540.590027,534.320007,1348300,536.700012,0,Thursday,23
11-06-2015,538.424988,538.97998,533.02002,1217500,534.609985,0,Thursday,24
18-06-2015,531,538.150024,530.789978,1833100,536.72998,1,Thursday,25
25-06-2015,538.869995,540.900024,535.22998,1335700,535.22998,0,Thursday,26
02-07-2015,521.080017,524.650024,521.080017,1235900,523.400024,1,Thursday,27
09-07-2015,523.119995,523.77002,520.349976,1842300,520.679993,1,Thursday,28
16-07-2015,565.119995,580.679993,565,4768300,579.849976,1,Thursday,29
23-07-2015,661.27002,663.630005,641,3029100,644.280029,0,Thursday,30
30-07-2015,630,635.219971,622.049988,1474200,632.590027,1,Thursday,31
06-08-2015,645,645.379028,632.25,1572600,642.679993,0,Thursday,32
13-08-2015,659.322021,664.5,651.661011,1810700,656.450012,0,Thursday,33
20-08-2015,655.460022,662.98999,642.900024,2855300,646.830017,0,Thursday,34
27-08-2015,639.400024,643.590027,622,3491300,637.609985,1,Thursday,35
03-09-2015,617,619.710022,602.820984,1759600,606.25,0,Thursday,36
10-09-2015,613.099976,624.159973,611.429993,1905300,621.349976,1,Thursday,37
17-09-2015,637.789978,650.900024,635.02002,2274700,642.900024,1,Thursday,38
24-09-2015,616.640015,627.320007,612.400024,2240100,625.799988,1,Thursday,39
01-10-2015,608.369995,612.090027,599.849976,1867600,611.289978,1,Thursday,40
08-10-2015,641.359985,644.450012,625.559998,2182100,639.159973,0,Thursday,41
15-10-2015,654.659973,663.130005,654.460022,1885700,661.73999,1,Thursday,42
22-10-2015,646.700012,657.799988,644.01001,4071000,651.789978,1,Thursday,43
29-10-2015,710.5,718.26001,710.01001,1454100,716.919983,1,Thursday,44
05-11-2015,729.469971,739.47998,729.469971,1861600,731.25,1,Thursday,45
12-11-2015,731,737.799988,728.64502,1837200,731.22998,0,Thursday,46
19-11-2015,738.73999,742,737.429993,1327100,738.409973,0,Thursday,47
27-11-2015,748.460022,753.409973,747.48999,838500,750.26001,1,Friday,48
03-12-2015,766.01001,768.994995,745.630005,2590600,752.539978,0,Thursday,49
10-12-2015,752.849976,755.849976,743.830017,1984900,749.460022,0,Thursday,50
17-12-2015,762.419983,762.679993,749,1553400,749.429993,0,Thursday,51
24-12-2015,749.549988,751.349976,746.619995,527200,748.400024,0,Thursday,52
31-12-2015,769.5,769.5,758.340027,1500900,758.880005,0,Thursday,53
04-01-2016,743,744.059998,731.257996,3272800,741.840027,0,Monday,1
08-01-2016,731.450012,733.22998,713,2450900,714.469971,0,Friday,2
15-01-2016,692.289978,706.73999,685.369995,3608100,694.450012,0,Friday,3
22-01-2016,723.599976,728.130005,720.120972,2011800,725.25,1,Friday,4
29-01-2016,731.530029,744.98999,726.799988,3474300,742.950012,1,Friday,5
05-02-2016,703.869995,703.98999,680.150024,5105700,683.570007,0,Friday,6
12-02-2016,690.26001,693.75,678.599976,2141400,682.400024,0,Friday,7
19-02-2016,695.030029,703.080994,694.049988,1589300,700.909973,1,Friday,8
26-02-2016,708.580017,713.429993,700.859985,2243500,705.070007,0,Friday,9
04-03-2016,714.98999,716.48999,706.02002,1972100,710.890015,0,Friday,10
11-03-2016,720,726.919983,717.125,1970800,726.820007,1,Friday,11
18-03-2016,741.859985,742,731.830017,2980700,737.599976,0,Friday,12
28-03-2016,736.789978,738.98999,732.5,1301300,733.530029,0,Monday,13
01-04-2016,738.599976,750.340027,737,1576700,749.909973,1,Friday,14
08-04-2016,743.969971,745.450012,735.549988,1290800,739.150024,0,Friday,15
15-04-2016,753.97998,761,752.69397,1809300,759,1,Friday,16
22-04-2016,726.299988,736.119995,713.609985,5951900,718.77002,0,Friday,17
29-04-2016,690.700012,697.619995,689,2487700,693.01001,1,Friday,18
06-05-2016,698.380005,711.859985,698.106995,1829300,711.119995,1,Friday,19
13-05-2016,711.929993,716.661987,709.26001,1314500,710.830017,0,Friday,20
20-05-2016,701.619995,714.580017,700.52002,1828400,709.73999,1,Friday,21
27-05-2016,724.01001,733.935974,724,1975000,732.659973,1,Friday,22
03-06-2016,729.27002,729.48999,720.559998,1226300,722.340027,0,Friday,23
10-06-2016,719.469971,725.890015,716.429993,1216400,719.409973,0,Friday,24
17-06-2016,708.650024,708.820007,688.452026,3402400,691.719971,0,Friday,25
24-06-2016,675.169983,689.400024,673.450012,4449000,675.219971,0,Friday,26
01-07-2016,692.200012,700.650024,692.130005,1344700,699.210022,1,Friday,27
08-07-2016,699.5,705.710022,696.434998,1575200,705.630005,1,Friday,28
15-07-2016,725.72998,725.73999,719.054993,1279300,719.849976,0,Friday,29
22-07-2016,741.859985,743.23999,736.559998,1259800,742.73999,1,Friday,30
29-07-2016,772.710022,778.549988,766.77002,3841500,768.789978,1,Friday,31
05-08-2016,773.780029,783.039978,772.340027,1801200,782.219971,1,Friday,32
12-08-2016,781.5,783.39502,780.400024,740500,783.219971,0,Friday,33
19-08-2016,775,777.099976,773.130005,861500,775.419983,0,Friday,34
26-08-2016,769,776.080017,765.849976,1166700,769.539978,1,Friday,35
02-09-2016,773.01001,773.919983,768.409973,1072700,771.460022,1,Friday,36
09-09-2016,770.099976,773.244995,759.659973,1885500,759.659973,0,Friday,37
16-09-2016,769.75,769.75,764.659973,2049300,768.880005,0,Friday,38
23-09-2016,786.590027,788.929993,784.150024,1411900,786.900024,0,Friday,39
30-09-2016,776.330017,780.940002,774.090027,1585300,777.289978,1,Friday,40
07-10-2016,779.659973,779.659973,770.75,933200,775.080017,0,Friday,41
14-10-2016,781.650024,783.950012,776,852500,778.530029,1,Friday,42
21-10-2016,795,799.5,794,1266200,799.369995,1,Friday,43
28-10-2016,808.349976,815.48999,793.590027,4269900,795.369995,1,Friday,44
04-11-2016,750.659973,770.359985,750.560974,2134800,762.02002,0,Friday,45
11-11-2016,756.539978,760.780029,750.380005,2431800,754.02002,0,Friday,46
18-11-2016,771.369995,775,760,1547100,760.539978,0,Friday,47
25-11-2016,764.26001,765,760.52002,587400,761.679993,1,Friday,48
02-12-2016,744.590027,754,743.099976,1452500,750.5,1,Friday,49
09-12-2016,780,789.429993,779.020996,1821900,789.289978,1,Friday,50
16-12-2016,800.400024,800.856018,790.289978,2428300,790.799988,0,Friday,51
23-12-2016,790.900024,792.73999,787.280029,623400,789.909973,0,Friday,52
30-12-2016,782.75,782.780029,770.409973,1770000,771.820007,0,Friday,53
03-01-2017,778.809998,789.630005,775.799988,1657300,786.140015,1,Tuesday,1
09-01-2017,806.400024,809.966003,802.830017,1272400,806.650024,1,Monday,2
17-01-2017,807.080017,807.140015,800.369995,1355800,804.609985,0,Tuesday,3
23-01-2017,807.25,820.869995,803.73999,1963600,819.309998,1,Monday,4
30-01-2017,814.659973,815.840027,799.799988,3246600,802.320007,0,Monday,5
06-02-2017,799.700012,801.669983,795.25,1184500,801.340027,0,Monday,6
13-02-2017,816,820.958984,815.48999,1213300,819.23999,1,Monday,7
21-02-2017,828.659973,833.450012,828.349976,1262300,831.659973,1,Tuesday,8
27-02-2017,824.549988,830.5,824,1101500,829.280029,1,Monday,9
06-03-2017,826.950012,828.880005,822.400024,1109000,827.780029,0,Monday,10
13-03-2017,844,848.684998,843.25,1223600,845.539978,1,Monday,11
20-03-2017,850.01001,850.219971,845.150024,1231500,848.400024,0,Monday,12
27-03-2017,806.950012,821.630005,803.369995,1894300,819.51001,1,Monday,13
03-04-2017,829.219971,840.849976,829.219971,1671500,838.549988,1,Monday,14
10-04-2017,825.390015,829.349976,823.77002,978900,824.72998,1,Monday,15
17-04-2017,825.01001,837.75,824.469971,895000,837.169983,1,Monday,16
24-04-2017,851.200012,863.450012,849.859985,1372500,862.76001,1,Monday,17
01-05-2017,901.940002,915.679993,901.450012,2116000,912.570007,1,Monday,18
08-05-2017,926.119995,936.924988,925.26001,1329800,934.299988,1,Monday,19
15-05-2017,932.950012,938.25,929.340027,1108100,937.080017,1,Monday,20
22-05-2017,935,941.882996,935,1120400,941.859985,1,Monday,21
30-05-2017,970.309998,976.200012,969.48999,1466700,975.880005,1,Tuesday,22
05-06-2017,976.549988,986.909973,975.099976,1252100,983.679993,1,Monday,23
12-06-2017,939.559998,949.35498,915.232971,3763500,942.900024,0,Monday,24
19-06-2017,949.960022,959.98999,949.049988,1533300,957.369995,1,Monday,25
26-06-2017,969.900024,973.309998,950.789978,1598400,952.27002,0,Monday,26
03-07-2017,912.179993,913.940002,894.789978,1709800,898.700012,0,Monday,27
10-07-2017,921.77002,930.380005,919.590027,1192800,928.799988,1,Monday,28
17-07-2017,957,960.73999,949.241028,1165500,953.419983,0,Monday,29
24-07-2017,972.219971,986.200012,970.77002,3248300,980.340027,1,Monday,30
31-07-2017,941.890015,943.590027,926.039978,1970100,930.5,0,Monday,31
07-08-2017,929.059998,931.700012,926.5,1032200,929.359985,1,Monday,32
14-08-2017,922.530029,924.66803,918.190002,1064500,922.669983,1,Monday,33
21-08-2017,910,913,903.400024,943400,906.659973,0,Monday,34
28-08-2017,916,919.244995,911.869995,1086500,913.809998,0,Monday,35
05-09-2017,933.080017,937,921.960022,1326400,928.450012,0,Tuesday,36
11-09-2017,934.25,938.380005,926.919983,1267000,929.080017,1,Monday,37
18-09-2017,920.01001,922.080017,910.599976,1306900,915,0,Monday,38
25-09-2017,925.450012,926.400024,909.700012,1856800,920.969971,0,Monday,39
02-10-2017,959.97998,962.539978,947.840027,1283400,953.27002,0,Monday,40
09-10-2017,980,985.424988,976.109985,891400,977,0,Monday,41
16-10-2017,992.099976,993.906982,984,910500,992,1,Monday,42
23-10-2017,989.52002,989.52002,966.119995,1478400,968.450012,0,Monday,43
30-10-2017,1014,1024.969971,1007.5,2085100,1017.109985,0,Monday,44
06-11-2017,1028.98999,1034.869995,1025,1125200,1025.900024,0,Monday,45
13-11-2017,1023.419983,1031.579956,1022.570007,885800,1025.75,0,Monday,46
20-11-2017,1020.26001,1022.609985,1017.5,953500,1018.380005,0,Monday,47
27-11-2017,1040,1055.459961,1038.439941,1307900,1054.209961,1,Monday,48
04-12-2017,1012.659973,1016.099976,995.570007,1906400,998.679993,0,Monday,49
11-12-2017,1035.5,1043.800049,1032.050049,1192800,1041.099976,1,Monday,50
18-12-2017,1066.079956,1078.48999,1062,1554600,1077.140015,1,Monday,51
26-12-2017,1058.069946,1060.119995,1050.199951,760600,1056.73999,0,Tuesday,52
02-01-2018,1048.339966,1066.939941,1045.22998,1237600,1065,1,Tuesday,1
08-01-2018,1102.22998,1111.27002,1101.619995,1047600,1106.939941,1,Monday,2
16-01-2018,1132.51001,1139.910034,1117.832031,1575300,1121.76001,0,Tuesday,3
22-01-2018,1137.48999,1159.880005,1135.109985,1618000,1155.810059,1,Monday,4
29-01-2018,1176.47998,1186.890015,1171.97998,1378900,1175.579956,0,Monday,5
05-02-2018,1090.599976,1110,1052.030029,3798300,1055.800049,0,Monday,6
12-02-2018,1048,1061.5,1040.927979,2057700,1051.939941,1,Monday,7
20-02-2018,1090.569946,1113.949951,1088.52002,1423100,1102.459961,1,Tuesday,8
26-02-2018,1127.800049,1143.959961,1126.694946,1559100,1143.75,1,Monday,9
05-03-2018,1075.140015,1097.099976,1069,1202200,1090.930054,1,Monday,10
12-03-2018,1163.849976,1177.050049,1157.420044,2172300,1164.5,1,Monday,11
19-03-2018,1120.01001,1121.98999,1089.01001,2805900,1099.819946,0,Monday,12
26-03-2018,1046,1055.630005,1008.400024,2665100,1053.209961,1,Monday,13
